split_name,document_id,transform_number,origin_class,generation_channel,prob_baseline,prob_transformed,delta_prob,applied_no_change,input_unchanged,features_match,sentinel_bound,status
holdout_source,human_science_cyberleninka_0031,10,H,,0.0297877437,0.0240686725,-0.0057190712,0,0,0,2.942715e-07,ok
holdout_time,human_science_cyberleninka_0031,10,H,,0.3656170290,0.3513834492,-0.0142335798,0,0,0,3.008336e-06,ok
holdout_topic,human_science_cyberleninka_0031,10,H,,0.1473057586,0.1699627968,0.0226570383,0,0,0,2.821886e-06,ok
holdout_author,human_science_cyberleninka_0032,10,H,,0.0082112000,0.0015331830,-0.0066780171,0,0,0,2.118588e-07,ok
holdout_genre_analytics,human_science_cyberleninka_0032,10,H,,0.0126875691,0.0007704282,-0.0119171409,0,0,0,1.513169e-07,ok
holdout_genre_commercial,human_science_cyberleninka_0032,10,H,,0.0596000306,0.0052917817,-0.0543082489,0,0,0,8.931403e-07,ok
holdout_genre_news,human_science_cyberleninka_0032,10,H,,0.0647242694,0.0105331212,-0.0541911482,0,0,0,1.364367e-06,ok
holdout_genre_prose,human_science_cyberleninka_0032,10,H,,0.0551392307,0.0307479351,-0.0243912956,0,0,0,2.061972e-06,ok
holdout_genre_science,human_science_cyberleninka_0032,10,H,,0.0647242694,0.0105331212,-0.0541911482,0,0,0,1.364367e-06,ok
holdout_genre_seo,human_science_cyberleninka_0032,10,H,,0.9999999577,0.9989655878,-0.0010343700,0,0,0,4.648598e-07,ok
holdout_genre_translation,human_science_cyberleninka_0032,10,H,,0.0647242694,0.0105331212,-0.0541911482,0,0,0,1.364367e-06,ok
holdout_model_Anthropic,human_science_cyberleninka_0032,10,H,,0.0156875158,0.0005560860,-0.0151314298,0,0,0,1.336007e-07,ok
holdout_model_DeepSeek,human_science_cyberleninka_0032,10,H,,0.1380811639,0.0613690269,-0.0767121371,0,0,0,3.837607e-06,ok
holdout_model_NVIDIA,human_science_cyberleninka_0032,10,H,,0.0120000109,0.0024398075,-0.0095602034,0,0,0,3.096565e-07,ok
holdout_model_OpenAI,human_science_cyberleninka_0032,10,H,,0.0713095345,0.0160667448,-0.0552427897,0,0,0,1.759311e-06,ok
holdout_prompt_P1,human_science_cyberleninka_0032,10,H,,0.0404996198,0.0011650496,-0.0393345702,0,0,0,3.009375e-07,ok
holdout_prompt_P2,human_science_cyberleninka_0032,10,H,,0.0273397529,0.0010719388,-0.0262678141,0,0,0,2.518311e-07,ok
holdout_prompt_P3,human_science_cyberleninka_0032,10,H,,0.0000428134,0.0000024801,-0.0000403333,0,0,0,4.390719e-10,ok
holdout_source,human_science_cyberleninka_0032,10,H,,0.0134169225,0.0030111375,-0.0104057850,0,0,0,3.760951e-07,ok
holdout_time,human_science_cyberleninka_0032,10,H,,0.0692207036,0.0106307899,-0.0585899137,0,0,0,1.388292e-06,ok
holdout_topic,human_science_cyberleninka_0032,10,H,,0.0230960369,0.0014313789,-0.0216646580,0,0,0,2.859042e-07,ok
holdout_author,human_science_cyberleninka_0053,10,H,,0.0000001044,0.0000000291,-0.0000000753,0,0,0,4.024924e-12,ok
holdout_genre_analytics,human_science_cyberleninka_0053,10,H,,0.0000014386,0.0000001965,-0.0000012421,0,0,0,3.862943e-11,ok
holdout_genre_commercial,human_science_cyberleninka_0053,10,H,,0.0000194965,0.0000026700,-0.0000168264,0,0,0,4.530424e-10,ok
holdout_genre_news,human_science_cyberleninka_0053,10,H,,0.0002474616,0.0000824905,-0.0001649711,0,0,0,1.079795e-08,ok
holdout_genre_prose,human_science_cyberleninka_0053,10,H,,0.0005184920,0.0003121747,-0.0002063174,0,0,0,2.159197e-08,ok
holdout_genre_science,human_science_cyberleninka_0053,10,H,,0.0002474616,0.0000824905,-0.0001649711,0,0,0,1.079795e-08,ok
holdout_genre_seo,human_science_cyberleninka_0053,10,H,,1.0000000000,1.0000000000,-0.0000000000,0,0,0,0.000000e+00,ok
holdout_genre_translation,human_science_cyberleninka_0053,10,H,,0.0002474616,0.0000824905,-0.0001649711,0,0,0,1.079795e-08,ok
holdout_model_Anthropic,human_science_cyberleninka_0053,10,H,,0.0000069290,0.0000001136,-0.0000068154,0,0,0,2.731022e-11,ok
holdout_model_DeepSeek,human_science_cyberleninka_0053,10,H,,0.0087716187,0.0050934930,-0.0036781258,0,0,0,3.376092e-07,ok
holdout_model_NVIDIA,human_science_cyberleninka_0053,10,H,,0.0000002594,0.0000000672,-0.0000001922,0,0,0,8.551077e-12,ok
holdout_model_OpenAI,human_science_cyberleninka_0053,10,H,,0.0016884604,0.0007829325,-0.0009055279,0,0,0,8.706293e-08,ok
holdout_prompt_P1,human_science_cyberleninka_0053,10,H,,0.0001564040,0.0000026393,-0.0001537648,0,0,0,6.825259e-10,ok
holdout_prompt_P2,human_science_cyberleninka_0053,10,H,,0.0000789415,0.0000008914,-0.0000780501,0,0,0,2.096501e-10,ok
holdout_prompt_P3,human_science_cyberleninka_0053,10,H,,0.0000000000,0.0000000000,-0.0000000000,0,0,0,1.063788e-19,ok
holdout_source,human_science_cyberleninka_0053,10,H,,0.0000005054,0.0000001311,-0.0000003743,0,0,0,1.641926e-11,ok
holdout_time,human_science_cyberleninka_0053,10,H,,0.0004473536,0.0001429025,-0.0003044511,0,0,0,1.885971e-08,ok
holdout_topic,human_science_cyberleninka_0053,10,H,,0.0000275197,0.0000051887,-0.0000223310,0,0,0,1.037873e-09,ok
holdout_author,human_science_spbgu_0024,10,H,,0.0001742263,0.0001688920,-0.0000053343,0,0,0,2.336978e-09,ok
holdout_genre_analytics,human_science_spbgu_0024,10,H,,0.0000227975,0.0000233918,0.0000005943,0,0,0,4.597723e-10,ok
holdout_genre_commercial,human_science_spbgu_0024,10,H,,0.0000192847,0.0000202090,0.0000009244,0,0,0,3.428933e-10,ok
holdout_genre_news,human_science_spbgu_0024,10,H,,0.0007387462,0.0006664766,-0.0000722697,0,0,0,8.719033e-09,ok
holdout_genre_prose,human_science_spbgu_0024,10,H,,0.0168607288,0.0192122281,0.0023514992,0,0,0,1.303716e-07,ok
holdout_genre_science,human_science_spbgu_0024,10,H,,0.0007387462,0.0006664766,-0.0000722697,0,0,0,8.719033e-09,ok
holdout_genre_seo,human_science_spbgu_0024,10,H,,0.0038128947,0.0009620922,-0.0028508024,0,0,0,4.323908e-08,ok
holdout_genre_translation,human_science_spbgu_0024,10,H,,0.0007387462,0.0006664766,-0.0000722697,0,0,0,8.719033e-09,ok
holdout_model_Anthropic,human_science_spbgu_0024,10,H,,0.0000017704,0.0000025042,0.0000007338,0,0,0,6.019626e-11,ok
holdout_model_DeepSeek,human_science_spbgu_0024,10,H,,0.0291613828,0.0271665670,-0.0019948158,0,0,0,1.760717e-07,ok
holdout_model_NVIDIA,human_science_spbgu_0024,10,H,,0.0002229494,0.0002052633,-0.0000176861,0,0,0,2.611004e-09,ok
holdout_model_OpenAI,human_science_spbgu_0024,10,H,,0.0012063648,0.0011797618,-0.0000266030,0,0,0,1.311387e-08,ok
holdout_prompt_P1,human_science_spbgu_0024,10,H,,0.0000028275,0.0000046181,0.0000017905,0,0,0,1.194251e-10,ok
holdout_prompt_P2,human_science_spbgu_0024,10,H,,0.0000038783,0.0000061280,0.0000022497,0,0,0,1.441187e-10,ok
holdout_prompt_P3,human_science_spbgu_0024,10,H,,0.0000000014,0.0000000006,-0.0000000009,0,0,0,9.795498e-15,ok
holdout_source,human_science_spbgu_0024,10,H,,0.0005275294,0.0004854712,-0.0000420582,0,0,0,6.078960e-09,ok
holdout_time,human_science_spbgu_0024,10,H,,0.0012753869,0.0011078467,-0.0001675402,0,0,0,1.460681e-08,ok
holdout_topic,human_science_spbgu_0024,10,H,,0.0000826588,0.0000832963,0.0000006375,0,0,0,1.666010e-09,ok
holdout_author,human_science_urfu_0028,10,H,,0.0498320799,0.1371828127,0.0873507328,0,0,0,1.638089e-05,ok
holdout_genre_analytics,human_science_urfu_0028,10,H,,0.0082159912,0.0304372078,0.0222212166,0,0,0,5.800572e-06,ok
holdout_genre_commercial,human_science_urfu_0028,10,H,,0.0415372525,0.1687746033,0.1272373508,0,0,0,2.380389e-05,ok
holdout_genre_news,human_science_urfu_0028,10,H,,0.0622221385,0.1341972522,0.0719751136,0,0,0,1.521022e-05,ok
holdout_genre_prose,human_science_urfu_0028,10,H,,0.1537542093,0.2180267811,0.0642725718,0,0,0,1.179592e-05,ok
holdout_genre_science,human_science_urfu_0028,10,H,,0.0622221385,0.1341972522,0.0719751136,0,0,0,1.521022e-05,ok
holdout_genre_seo,human_science_urfu_0028,10,H,,0.0008264460,0.0073300599,0.0065036138,0,0,0,3.273333e-06,ok
holdout_genre_translation,human_science_urfu_0028,10,H,,0.0622221385,0.1341972522,0.0719751136,0,0,0,1.521022e-05,ok
holdout_model_Anthropic,human_science_urfu_0028,10,H,,0.0046615820,0.0253918983,0.0207303163,0,0,0,5.948855e-06,ok
holdout_model_DeepSeek,human_science_urfu_0028,10,H,,0.1994291994,0.2646053893,0.0651761899,0,0,0,1.296389e-05,ok
holdout_model_NVIDIA,human_science_urfu_0028,10,H,,0.0762740721,0.1817100199,0.1054359478,0,0,0,1.891785e-05,ok
holdout_model_OpenAI,human_science_urfu_0028,10,H,,0.0351365638,0.0788442044,0.0437076406,0,0,0,8.082617e-06,ok
holdout_prompt_P1,human_science_urfu_0028,10,H,,0.0021616714,0.0147074220,0.0125457505,0,0,0,3.747485e-06,ok
holdout_prompt_P2,human_science_urfu_0028,10,H,,0.0077328365,0.0379208361,0.0301879995,0,0,0,8.580130e-06,ok
holdout_prompt_P3,human_science_urfu_0028,10,H,,0.4637714392,0.4251419302,-0.0386295090,0,0,0,4.326827e-05,ok
holdout_source,human_science_urfu_0028,10,H,,0.1164941336,0.2515068433,0.1350127098,0,0,0,2.358383e-05,ok
holdout_time,human_science_urfu_0028,10,H,,0.0946638620,0.1850261326,0.0903622706,0,0,0,1.990370e-05,ok
holdout_topic,human_science_urfu_0028,10,H,,0.0290587695,0.0749081225,0.0458493530,0,0,0,1.386123e-05,ok
holdout_genre_seo,human_seo_alaev_0004,10,H,,0.0309064768,0.0124083208,-0.0184981560,0,0,0,5.512749e-07,ok
holdout_source,human_seo_alaev_0004,10,H,,0.0211970399,0.0157470781,-0.0054499617,0,0,0,1.941706e-07,ok
holdout_genre_seo,human_seo_convertmonster_0001,10,H,,0.3882731123,0.0001010020,-0.3881721104,0,0,0,4.543220e-08,ok
holdout_genre_seo,human_seo_devaka_ru_0004,10,H,,0.9999365638,0.9999992306,0.0000626668,0,0,0,3.461043e-11,ok
holdout_genre_seo,human_seo_drmax_0002,10,H,,0.2448935390,0.1271933422,-0.1177001967,0,0,0,4.994134e-06,ok
holdout_source,human_seo_drmax_0002,10,H,,0.0055396942,0.0028629531,-0.0026767410,0,0,0,3.576398e-08,ok
holdout_genre_seo,human_seo_drmax_su_0001,10,H,,0.3429300357,0.1944659287,-0.1484641070,0,0,0,7.047015e-05,ok
holdout_author,human_seo_labrika_0002,10,H,,0.0032088143,0.0115887176,0.0083799033,0,0,0,1.585229e-06,ok
holdout_genre_seo,human_seo_labrika_0002,10,H,,0.0075817195,0.0004542934,-0.0071274261,0,0,0,2.042758e-07,ok
holdout_author,nemotron_b012_P1_r1,10,A,nemotron,0.9982747345,0.9049051052,-0.0933696293,0,0,0,1.190911e-06,ok
holdout_genre_seo,nemotron_b012_P1_r1,10,A,nemotron,0.9999999470,0.9999996160,-0.0000003311,0,0,0,1.727596e-11,ok
holdout_model_NVIDIA,nemotron_b012_P1_r1,10,A,nemotron,0.9986365448,0.9266855815,-0.0719509634,0,0,0,8.643853e-07,ok
holdout_prompt_P1,nemotron_b012_P1_r1,10,A,nemotron,1.0000000000,0.9999999997,-0.0000000003,0,0,0,6.661338e-15,ok
holdout_source,nemotron_b012_P1_r1,10,A,nemotron,0.9971137353,0.9145723190,-0.0825414163,0,0,0,9.787988e-07,ok
holdout_topic,nemotron_b012_P1_r1,10,A,nemotron,0.9999990293,0.9997480944,-0.0002509349,0,0,0,5.037516e-09,ok
holdout_author,nemotron_b015_P3_r2,10,A,nemotron,0.0195054415,0.0095010678,-0.0100043738,0,0,0,1.302403e-07,ok
holdout_genre_seo,nemotron_b015_P3_r2,10,A,nemotron,0.2447480027,0.1354778266,-0.1092701761,0,0,0,5.268927e-06,ok
holdout_model_NVIDIA,nemotron_b015_P3_r2,10,A,nemotron,0.0209882766,0.0098991016,-0.0110891750,0,0,0,1.246984e-07,ok
holdout_prompt_P3,nemotron_b015_P3_r2,10,A,nemotron,0.0000568032,0.0000014255,-0.0000553776,0,0,0,2.523803e-11,ok
holdout_source,nemotron_b015_P3_r2,10,A,nemotron,0.0278059013,0.0154689280,-0.0123369733,0,0,0,1.907947e-07,ok
holdout_author,nemotron_b016_P1_r1,10,A,nemotron,0.9675922377,0.8923152007,-0.0752770370,0,0,0,1.329816e-06,ok
holdout_genre_analytics,nemotron_b016_P1_r1,10,A,nemotron,0.9998965244,0.9987548085,-0.0011417159,0,0,0,2.444472e-08,ok
holdout_model_NVIDIA,nemotron_b016_P1_r1,10,A,nemotron,0.9776833718,0.9192341709,-0.0584492009,0,0,0,9.445814e-07,ok
holdout_prompt_P1,nemotron_b016_P1_r1,10,A,nemotron,1.0000000000,1.0000000000,-0.0000000000,0,0,0,0.000000e+00,ok
holdout_source,nemotron_b016_P1_r1,10,A,nemotron,0.9758566949,0.9426394405,-0.0332172545,0,0,0,6.773853e-07,ok
holdout_topic,nemotron_b016_P1_r1,10,A,nemotron,0.9999611556,0.9999018250,-0.0000593307,0,0,0,1.963570e-09,ok
holdout_author,nemotron_b022_P3_r2,10,A,nemotron,0.9387330514,0.8320568038,-0.1066762477,0,0,0,1.933901e-06,ok
holdout_genre_analytics,nemotron_b022_P3_r2,10,A,nemotron,0.9972815035,0.9877088900,-0.0095726135,0,0,0,2.386218e-07,ok
holdout_model_NVIDIA,nemotron_b022_P3_r2,10,A,nemotron,0.9481045292,0.8398455804,-0.1082589488,0,0,0,1.711291e-06,ok
holdout_prompt_P3,nemotron_b022_P3_r2,10,A,nemotron,0.9943933951,0.8644121517,-0.1299812434,0,0,0,2.074993e-06,ok
holdout_source,nemotron_b022_P3_r2,10,A,nemotron,0.9404700543,0.8762757773,-0.0641942770,0,0,0,1.358227e-06,ok
holdout_author,nemotron_b028_P1_r2,10,A,nemotron,0.9653921132,0.5409410133,-0.4244510999,0,0,0,3.436666e-06,ok
holdout_genre_analytics,nemotron_b028_P1_r2,10,A,nemotron,0.9999189498,0.9903538116,-0.0095651382,0,0,0,1.877743e-07,ok
holdout_model_NVIDIA,nemotron_b028_P1_r2,10,A,nemotron,0.9741148526,0.6041109388,-0.3700039138,0,0,0,3.042817e-06,ok
holdout_prompt_P1,nemotron_b028_P1_r2,10,A,nemotron,1.0000000000,0.9999999971,-0.0000000029,0,0,0,7.460699e-14,ok
holdout_source,nemotron_b028_P1_r2,10,A,nemotron,0.9523351584,0.6718051833,-0.2805299750,0,0,0,2.762179e-06,ok
holdout_topic,nemotron_b028_P1_r2,10,A,nemotron,0.9999861627,0.9985230813,-0.0014630814,0,0,0,2.949869e-08,ok
holdout_author,nemotron_b033_P2_r2,10,A,nemotron,0.9986335624,0.7428016926,-0.2558318698,0,0,0,2.643991e-06,ok
holdout_genre_commercial,nemotron_b033_P2_r2,10,A,nemotron,0.9999993657,0.9707387618,-0.0292606039,0,0,0,4.819668e-07,ok
holdout_model_NVIDIA,nemotron_b033_P2_r2,10,A,nemotron,0.9989828840,0.7647337437,-0.2342491403,0,0,0,2.289051e-06,ok
holdout_prompt_P2,nemotron_b033_P2_r2,10,A,nemotron,1.0000000000,0.9999998885,-0.0000001115,0,0,0,2.622791e-12,ok
holdout_source,nemotron_b033_P2_r2,10,A,nemotron,0.9979039627,0.7948469256,-0.2030570371,0,0,0,2.042858e-06,ok
holdout_author,nemotron_b038_P1_r2,10,A,nemotron,0.9981939045,0.9939284745,-0.0042654301,0,0,0,8.351642e-08,ok
holdout_genre_commercial,nemotron_b038_P1_r2,10,A,nemotron,0.9999995715,0.9999957210,-0.0000038504,0,0,0,7.260370e-11,ok
holdout_model_NVIDIA,nemotron_b038_P1_r2,10,A,nemotron,0.9985188669,0.9948673890,-0.0036514780,0,0,0,6.496645e-08,ok
holdout_prompt_P1,nemotron_b038_P1_r2,10,A,nemotron,1.0000000000,1.0000000000,-0.0000000000,0,0,0,0.000000e+00,ok
holdout_source,nemotron_b038_P1_r2,10,A,nemotron,0.9978453070,0.9957052678,-0.0021400392,0,0,0,5.357271e-08,ok
holdout_genre_seo,real_claude_b015_P2_r1,10,A,real_claude,0.9998160243,0.9998728109,0.0000567866,0,0,0,5.721007e-09,ok
holdout_model_Anthropic,real_claude_b015_P2_r1,10,A,real_claude,0.9999999416,0.9999990233,-0.0000009183,0,0,0,2.347944e-11,ok
holdout_prompt_P2,real_claude_b015_P2_r1,10,A,real_claude,0.9999999840,0.9999998346,-0.0000001494,0,0,0,3.890444e-12,ok
holdout_source,real_claude_b015_P2_r1,10,A,real_claude,0.9898753017,0.9680838268,-0.0217914748,0,0,0,3.870798e-07,ok
holdout_genre_analytics,real_claude_b018_P3_r2,10,A,real_claude,0.9994748555,0.9984368643,-0.0010379912,0,0,0,3.067661e-08,ok
holdout_model_Anthropic,real_claude_b018_P3_r2,10,A,real_claude,0.9999980965,0.9999879886,-0.0000101079,0,0,0,2.887330e-10,ok
holdout_prompt_P3,real_claude_b018_P3_r2,10,A,real_claude,0.9999302554,0.9995822018,-0.0003480536,0,0,0,7.393669e-09,ok
holdout_source,real_claude_b018_P3_r2,10,A,real_claude,0.9928149947,0.9868991939,-0.0059158008,0,0,0,1.619748e-07,ok
holdout_genre_analytics,real_claude_b024_P1_r2,10,A,real_claude,0.9999837230,0.9994920928,-0.0004916303,0,0,0,9.978236e-09,ok
holdout_model_Anthropic,real_claude_b024_P1_r2,10,A,real_claude,1.0000000000,0.9999999972,-0.0000000028,0,0,0,6.683543e-14,ok
holdout_prompt_P1,real_claude_b024_P1_r2,10,A,real_claude,1.0000000000,0.9999999996,-0.0000000004,0,0,0,1.021405e-14,ok
holdout_source,real_claude_b024_P1_r2,10,A,real_claude,0.9971070283,0.9826625266,-0.0144445017,0,0,0,2.134356e-07,ok
holdout_topic,real_claude_b024_P1_r2,10,A,real_claude,0.9999896962,0.9997182163,-0.0002714799,0,0,0,5.634839e-09,ok
holdout_genre_analytics,real_claude_b025_P2_r1,10,A,real_claude,0.9999529505,0.9927120120,-0.0072409385,0,0,0,1.422070e-07,ok
holdout_model_Anthropic,real_claude_b025_P2_r1,10,A,real_claude,0.9999999647,0.9994828282,-0.0005171365,0,0,0,1.242563e-08,ok
holdout_prompt_P2,real_claude_b025_P2_r1,10,A,real_claude,0.9999999880,0.9996559152,-0.0003440728,0,0,0,8.089490e-09,ok
holdout_source,real_claude_b025_P2_r1,10,A,real_claude,0.9956893965,0.9447176034,-0.0509717931,0,0,0,6.542830e-07,ok
holdout_genre_commercial,real_claude_b034_P2_r2,10,A,real_claude,0.9999323767,0.9954582366,-0.0044741401,0,0,0,7.671312e-08,ok
holdout_model_Anthropic,real_claude_b034_P2_r2,10,A,real_claude,0.9999999722,0.9997856961,-0.0002142761,0,0,0,5.150450e-09,ok
holdout_prompt_P2,real_claude_b034_P2_r2,10,A,real_claude,0.9999999909,0.9998610664,-0.0001389246,0,0,0,3.267023e-09,ok
holdout_source,real_claude_b034_P2_r2,10,A,real_claude,0.9907322628,0.9241469296,-0.0665853332,0,0,0,8.781950e-07,ok
holdout_genre_commercial,real_claude_b040_P3_r2,10,A,real_claude,0.9998749574,0.9644825401,-0.0353924173,0,0,0,5.812438e-07,ok
holdout_model_Anthropic,real_claude_b040_P3_r2,10,A,real_claude,0.9999999007,0.9996090619,-0.0003908388,0,0,0,9.393910e-09,ok
holdout_prompt_P3,real_claude_b040_P3_r2,10,A,real_claude,0.9999862858,0.9316695703,-0.0683167155,0,0,0,1.127070e-06,ok
holdout_source,real_claude_b040_P3_r2,10,A,real_claude,0.9936644910,0.8600951719,-0.1335693191,0,0,0,1.507495e-06,ok
holdout_genre_commercial,real_claude_b042_P3_r2,10,A,real_claude,0.9994525562,0.9857552362,-0.0136973200,0,0,0,2.382574e-07,ok
holdout_model_Anthropic,real_claude_b042_P3_r2,10,A,real_claude,0.9999971407,0.9996184306,-0.0003787101,0,0,0,9.168874e-09,ok
holdout_prompt_P3,real_claude_b042_P3_r2,10,A,real_claude,0.9998681421,0.9482290902,-0.0516390519,0,0,0,8.691085e-07,ok
holdout_source,real_claude_b042_P3_r2,10,A,real_claude,0.9867633984,0.9140713618,-0.0726920366,0,0,0,9.839993e-07,ok
holdout_genre_commercial,real_claude_b045_P3_r1,10,A,real_claude,0.9994951803,0.9976766819,-0.0018184984,0,0,0,3.932969e-08,ok
holdout_model_Anthropic,real_claude_b045_P3_r1,10,A,real_claude,0.9999999619,0.9999996685,-0.0000002934,0,0,0,7.969181e-12,ok
holdout_prompt_P3,real_claude_b045_P3_r1,10,A,real_claude,0.9998425216,0.9953788122,-0.0044637094,0,0,0,8.143609e-08,ok
holdout_source,real_claude_b045_P3_r1,10,A,real_claude,0.9888806109,0.9701386250,-0.0187419859,0,0,0,3.629279e-07,ok
holdout_genre_seo,deepseek_pro_b002_P3_r1,11,A,deepseek_pro,0.9384346476,0.0000000003,-0.9384346473,0,0,0,1.425895e-13,ok
holdout_model_DeepSeek,deepseek_pro_b002_P3_r1,11,A,deepseek_pro,0.4467281403,0.0114768651,-0.4352512752,0,0,0,7.558341e-07,ok
holdout_prompt_P3,deepseek_pro_b002_P3_r1,11,A,deepseek_pro,0.1059064841,0.0002126029,-0.1056938812,0,0,0,3.763152e-08,ok
holdout_genre_seo,deepseek_pro_b004_P2_r1,11,A,deepseek_pro,0.9999996946,0.0000753292,-0.9999243654,0,0,0,3.388507e-08,ok
holdout_model_DeepSeek,deepseek_pro_b004_P2_r1,11,A,deepseek_pro,0.9535257519,0.0917372853,-0.8617884666,0,0,0,5.551032e-06,ok
holdout_prompt_P2,deepseek_pro_b004_P2_r1,11,A,deepseek_pro,0.9999996438,0.3881668452,-0.6118327986,0,0,0,5.585430e-05,ok
holdout_topic,deepseek_pro_b004_P2_r1,11,A,deepseek_pro,0.9998966880,0.0047543259,-0.9951423621,0,0,0,9.464709e-07,ok
holdout_genre_seo,deepseek_pro_b007_P3_r2,11,A,deepseek_pro,0.9971750847,0.0000000005,-0.9971750843,0,0,0,2.148758e-13,ok
holdout_model_DeepSeek,deepseek_pro_b007_P3_r2,11,A,deepseek_pro,0.7683701424,0.0206869144,-0.7476832280,0,0,0,1.349689e-06,ok
holdout_prompt_P3,deepseek_pro_b007_P3_r2,11,A,deepseek_pro,0.9993393880,0.0289093236,-0.9704300644,0,0,0,4.970186e-06,ok
holdout_topic,deepseek_pro_b007_P3_r2,11,A,deepseek_pro,0.9921408218,0.0000205932,-0.9921202286,0,0,0,4.119111e-09,ok
holdout_genre_seo,deepseek_pro_b009_P1_r1,11,A,deepseek_pro,0.9999993006,0.0000152238,-0.9999840768,0,0,0,6.848489e-09,ok
holdout_model_DeepSeek,deepseek_pro_b009_P1_r1,11,A,deepseek_pro,0.8398306032,0.0479161042,-0.7919144990,0,0,0,3.039296e-06,ok
holdout_prompt_P1,deepseek_pro_b009_P1_r1,11,A,deepseek_pro,0.9999653428,0.0000714001,-0.9998939426,0,0,0,1.846316e-08,ok
holdout_genre_seo,deepseek_pro_b009_P2_r2,11,A,deepseek_pro,0.9999996684,0.0000188469,-0.9999808215,0,0,0,8.478295e-09,ok
holdout_model_DeepSeek,deepseek_pro_b009_P2_r2,11,A,deepseek_pro,0.9615669801,0.0805637708,-0.8810032093,0,0,0,4.934893e-06,ok
holdout_prompt_P2,deepseek_pro_b009_P2_r2,11,A,deepseek_pro,0.9999724825,0.0029290074,-0.9970434751,0,0,0,6.868339e-07,ok
holdout_genre_analytics,deepseek_pro_b021_P2_r2,11,A,deepseek_pro,0.9987461847,0.0000131627,-0.9987330220,0,0,0,2.587197e-09,ok
holdout_model_DeepSeek,deepseek_pro_b021_P2_r2,11,A,deepseek_pro,0.9475340751,0.0256702564,-0.9218638186,0,0,0,1.666297e-06,ok
holdout_prompt_P2,deepseek_pro_b021_P2_r2,11,A,deepseek_pro,0.9999503552,0.0000001026,-0.9999502525,0,0,0,2.414005e-11,ok
holdout_genre_commercial,deepseek_pro_b037_P2_r2,11,A,deepseek_pro,0.9999948189,0.1064123792,-0.8935824397,0,0,0,1.613435e-05,ok
holdout_model_DeepSeek,deepseek_pro_b037_P2_r2,11,A,deepseek_pro,0.9886759743,0.1916157383,-0.7970602360,0,0,0,1.031966e-05,ok
holdout_prompt_P2,deepseek_pro_b037_P2_r2,11,A,deepseek_pro,1.0000000000,0.9999343197,-0.0000656803,0,0,0,1.544586e-08,ok
holdout_topic,deepseek_pro_b037_P2_r2,11,A,deepseek_pro,0.9999978183,0.0755666597,-0.9244311586,0,0,0,1.397313e-05,ok
holdout_genre_commercial,deepseek_pro_b038_P1_r2,11,A,deepseek_pro,0.9855448684,0.0000983124,-0.9854465561,0,0,0,1.667967e-08,ok
holdout_model_DeepSeek,deepseek_pro_b038_P1_r2,11,A,deepseek_pro,0.8299093935,0.0352711093,-0.7946382842,0,0,0,2.266944e-06,ok
holdout_prompt_P1,deepseek_pro_b038_P1_r2,11,A,deepseek_pro,0.9975401169,0.0000003550,-0.9975397619,0,0,0,9.179832e-11,ok
holdout_genre_seo,gpt_b004_P1_r1,11,A,gpt,0.9984377477,0.0000000065,-0.9984377412,0,0,0,2.933877e-12,ok
holdout_model_OpenAI,gpt_b004_P1_r1,11,A,gpt,0.5322813368,0.0003675893,-0.5319137475,0,0,0,4.089332e-08,ok
holdout_prompt_P1,gpt_b004_P1_r1,11,A,gpt,0.7280240480,0.0000000311,-0.7280240169,0,0,0,8.053368e-12,ok
holdout_topic,gpt_b004_P1_r1,11,A,gpt,0.7070796654,0.0000038111,-0.7070758542,0,0,0,7.623270e-10,ok
holdout_genre_seo,gpt_b004_P3_r1,11,A,gpt,0.9995901439,0.0000000024,-0.9995901415,0,0,0,1.090874e-12,ok
holdout_model_OpenAI,gpt_b004_P3_r1,11,A,gpt,0.5962582080,0.0002946173,-0.5959635906,0,0,0,3.277777e-08,ok
holdout_prompt_P3,gpt_b004_P3_r1,11,A,gpt,0.9412422960,0.0040080352,-0.9372342608,0,0,0,7.067442e-07,ok
holdout_topic,gpt_b004_P3_r1,11,A,gpt,0.7945858750,0.0000027131,-0.7945831619,0,0,0,5.426910e-10,ok
holdout_genre_analytics,gpt_b021_P3_r2,11,A,gpt,0.9985229709,0.0007527599,-0.9977702110,0,0,0,1.478494e-07,ok
holdout_model_OpenAI,gpt_b021_P3_r2,11,A,gpt,0.9803591343,0.0065732506,-0.9737858838,0,0,0,7.267167e-07,ok
holdout_prompt_P3,gpt_b021_P3_r2,11,A,gpt,0.9999524627,0.8354225786,-0.1645298841,0,0,0,2.434173e-05,ok
holdout_genre_analytics,gpt_b026_P1_r1,11,A,gpt,0.9970392415,0.0003001412,-0.9967391002,0,0,0,5.897736e-08,ok
holdout_model_OpenAI,gpt_b026_P1_r1,11,A,gpt,0.9718840039,0.0035062336,-0.9683777703,0,0,0,3.888343e-07,ok
holdout_prompt_P1,gpt_b026_P1_r1,11,A,gpt,0.9999191104,0.0000370120,-0.9998820985,0,0,0,9.571152e-09,ok
holdout_topic,gpt_b026_P1_r1,11,A,gpt,0.9986954704,0.0003856217,-0.9983098487,0,0,0,7.710490e-08,ok
holdout_genre_analytics,gpt_b028_P2_r1,11,A,gpt,0.9995092909,0.0008099021,-0.9986993888,0,0,0,1.590636e-07,ok
