document_id,file_path,sha256,language,genre,brief_id,topic_id,origin_class,author_or_model_id,model_provider,model_exact_id,model_release_or_snapshot,created_at,generation_date,human_publication_date,source_platform,prompt_id,prompt_condition,system_prompt_hash,user_prompt_hash,temperature,top_p,top_k,repetition_penalty,seed,browsing_or_rag,repeat_index,editing_level,editor_type,edit_actor,edit_minutes,edit_instruction,translation_chain,word_count,char_count,preprocessing_profile,license_status,consent_or_public_basis,leakage_group,revision_family_id,dedup_cluster_id,split_group_author,split_group_source,split_group_topic,annotation_batch_id,abstention_reason,status,notes,generation_channel,model_family,model_id_reported,provider,access_method,wrapper_name,wrapper_version,system_prompt_visibility,raw_payload_available,sampling_parameters_known,technical_validity,length_instruction_compliance,hh_subgroups
deepseek_pro_b014_P3_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b014_P3_r1.txt,47747920b7fb9d06876571541c5fb0645444f5721195a27e25f9bac76e329be7,ru,seo,b014,b014,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b014_P3,P3,,08413a30ab93fbb86352803257c52d00,,,,,,,1,,,,,,,1292,10146,prose,машинная генерация,сгенерировано в рамках исследования,b014,deepseek_pro_b014_P3_r1,a96bd83ecf956bbd,deepseek_pro,deepseek_pro,b014,,,collected,prompt_condition=P3; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b014_P3_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b014_P3_r2.txt,cd3f8d7a1633d0a03e01d5d3e09c8cf2bc46ebadb20384b53c08ae83c2d614e0,ru,seo,b014,b014,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b014_P3,P3,,08413a30ab93fbb86352803257c52d00,,,,,,,2,,,,,,,920,7212,prose,машинная генерация,сгенерировано в рамках исследования,b014,deepseek_pro_b014_P3_r2,53a4b9bd7140b8e2,deepseek_pro,deepseek_pro,b014,,"обрыв по max_tokens, текст без концовки",collected,prompt_condition=P3; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,truncated_by_max_tokens,underlength,
deepseek_pro_b015_P1_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b015_P1_r1.txt,b52ad47fbe66ad4a5fd45c489f1b68f0fec2916b65aa4b1262fbd832ce151bcd,ru,seo,b015,b015,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b015_P1,P1,,e6b6e2d1d9565ad2e348c29600fc4fad,,,,,,,1,,,,,,,1989,14941,prose,машинная генерация,сгенерировано в рамках исследования,b015,deepseek_pro_b015_P1_r1,9f5fceb21311711b,deepseek_pro,deepseek_pro,b015,,,collected,prompt_condition=P1; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,overlength,
deepseek_pro_b015_P1_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b015_P1_r2.txt,a2ba040e94dc3c055fcb9fee6ec2661a9d3a16c7b7321fe63d2bf2d63e204d2a,ru,seo,b015,b015,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b015_P1,P1,,e6b6e2d1d9565ad2e348c29600fc4fad,,,,,,,2,,,,,,,1616,12217,prose,машинная генерация,сгенерировано в рамках исследования,b015,deepseek_pro_b015_P1_r2,22acb7424265f1db,deepseek_pro,deepseek_pro,b015,,,collected,prompt_condition=P1; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b015_P2_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b015_P2_r1.txt,c1970162a111a88c777672faf3c4e0e0872d72309858ed89a32e8cb52c8e6cd6,ru,seo,b015,b015,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b015_P2,P2,,01111108333422957ff1c28fe5230951,,,,,,,1,,,,,,,1363,10606,prose,машинная генерация,сгенерировано в рамках исследования,b015,deepseek_pro_b015_P2_r1,b93764a63d7094ed,deepseek_pro,deepseek_pro,b015,,,collected,prompt_condition=P2; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b015_P2_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b015_P2_r2.txt,a323b1ef179c63ae684a1fde1cb7079a0bdabe9a42e0968323d66f0a8d25de5e,ru,seo,b015,b015,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b015_P2,P2,,01111108333422957ff1c28fe5230951,,,,,,,2,,,,,,,1588,12623,prose,машинная генерация,сгенерировано в рамках исследования,b015,deepseek_pro_b015_P2_r2,52188133b5a3a0b5,deepseek_pro,deepseek_pro,b015,,,collected,prompt_condition=P2; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b015_P3_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b015_P3_r1.txt,5a95ed88e0669d121d046876422d8c916c606c0c2e440fafed60651d412905c6,ru,seo,b015,b015,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b015_P3,P3,,496b74d330d01919d96643a2a967b293,,,,,,,1,,,,,,,1876,14390,prose,машинная генерация,сгенерировано в рамках исследования,b015,deepseek_pro_b015_P3_r1,aa5aa9040ade9fb0,deepseek_pro,deepseek_pro,b015,,,collected,prompt_condition=P3; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,overlength,
deepseek_pro_b015_P3_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b015_P3_r2.txt,003a2a44c0a21a1f822bbfe3a1d93034398cef4523e8357dfb8b81a3f1c354f0,ru,seo,b015,b015,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b015_P3,P3,,496b74d330d01919d96643a2a967b293,,,,,,,2,,,,,,,1260,9714,prose,машинная генерация,сгенерировано в рамках исследования,b015,deepseek_pro_b015_P3_r2,0c69e5909d02ce19,deepseek_pro,deepseek_pro,b015,,,collected,prompt_condition=P3; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b016_P1_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b016_P1_r1.txt,ff7d1dfec99daf5d563090e6d72e06513a5dd3a84d95dedcc6a06685b3a67089,ru,analytics,b016,b016,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b016_P1,P1,,328b4236869277c9716a7e0e1a61d09c,,,,,,,1,,,,,,,1755,12618,prose,машинная генерация,сгенерировано в рамках исследования,b016,deepseek_pro_b016_P1_r1,8d906afe5322e173,deepseek_pro,deepseek_pro,b016,,,collected,prompt_condition=P1; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b016_P1_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b016_P1_r2.txt,ec8cfd6bc20ebb5d961cba1f9551a0e24baff24c6459bc90f100604ef4f6db04,ru,analytics,b016,b016,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b016_P1,P1,,328b4236869277c9716a7e0e1a61d09c,,,,,,,2,,,,,,,1960,14418,prose,машинная генерация,сгенерировано в рамках исследования,b016,deepseek_pro_b016_P1_r2,514de19e2a512df3,deepseek_pro,deepseek_pro,b016,,,collected,prompt_condition=P1; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,overlength,
deepseek_pro_b016_P2_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b016_P2_r1.txt,a059c420bf35d7f6acdc794b3a39a0e61e7cee1165692fc49c3b9f7b00cc1246,ru,analytics,b016,b016,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b016_P2,P2,,3e4845a61f49f56ea64f72912ed8eb61,,,,,,,1,,,,,,,1735,12682,prose,машинная генерация,сгенерировано в рамках исследования,b016,deepseek_pro_b016_P2_r1,d6cc9f4e1be5708b,deepseek_pro,deepseek_pro,b016,,,collected,prompt_condition=P2; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b016_P2_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b016_P2_r2.txt,6aee4f178e7714bb98d75ac38a3388d11714ba4fbf216e48843e19887ce6abf0,ru,analytics,b016,b016,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b016_P2,P2,,3e4845a61f49f56ea64f72912ed8eb61,,,,,,,2,,,,,,,1122,8266,prose,машинная генерация,сгенерировано в рамках исследования,b016,deepseek_pro_b016_P2_r2,97ba9e509b5edda4,deepseek_pro,deepseek_pro,b016,,,collected,prompt_condition=P2; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,underlength,
deepseek_pro_b016_P3_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b016_P3_r1.txt,706af3772d3f26d05e59eb24ff9997d9133aedda10a5be51c86f7c72dd3e56ae,ru,analytics,b016,b016,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b016_P3,P3,,9d701ea4929681d80dc0e7cd3c7857f9,,,,,,,1,,,,,,,1380,10152,prose,машинная генерация,сгенерировано в рамках исследования,b016,deepseek_pro_b016_P3_r1,d42bd188060086b2,deepseek_pro,deepseek_pro,b016,,,collected,prompt_condition=P3; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b016_P3_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b016_P3_r2.txt,6dd68c03c0bc1d3829ebb1123da64eaec7e8fb339bdf36fcdc73bf6b480c6453,ru,analytics,b016,b016,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b016_P3,P3,,9d701ea4929681d80dc0e7cd3c7857f9,,,,,,,2,,,,,,,1422,10267,prose,машинная генерация,сгенерировано в рамках исследования,b016,deepseek_pro_b016_P3_r2,49da95533dd6ba45,deepseek_pro,deepseek_pro,b016,,,collected,prompt_condition=P3; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b017_P1_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b017_P1_r1.txt,ea7cd7b6543b6c18ae0a0b66922ae25d11224da2d7432c1982cf97d818aab176,ru,analytics,b017,b017,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b017_P1,P1,,e83d61de8cc4b81c9af9f423b2f265f6,,,,,,,1,,,,,,,1941,14702,prose,машинная генерация,сгенерировано в рамках исследования,b017,deepseek_pro_b017_P1_r1,a0febb54ea4663aa,deepseek_pro,deepseek_pro,b017,,,collected,prompt_condition=P1; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,overlength,
deepseek_pro_b017_P1_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b017_P1_r2.txt,18685876cccb232620f60f4fe54423c71d8cc34e2af9885bfc6c4d474bbbb638,ru,analytics,b017,b017,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b017_P1,P1,,e83d61de8cc4b81c9af9f423b2f265f6,,,,,,,2,,,,,,,1885,14583,prose,машинная генерация,сгенерировано в рамках исследования,b017,deepseek_pro_b017_P1_r2,6fa90e92eb4442ed,deepseek_pro,deepseek_pro,b017,,,collected,prompt_condition=P1; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,overlength,
deepseek_pro_b017_P2_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b017_P2_r1.txt,f85f7b7725d0e380a3c66717d6e2ea945f5da820b89e5c4e9f3127b43e2edbf7,ru,analytics,b017,b017,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b017_P2,P2,,2813579c62afa3bd409b9c3642c6ced6,,,,,,,1,,,,,,,1959,14699,prose,машинная генерация,сгенерировано в рамках исследования,b017,deepseek_pro_b017_P2_r1,95c40ff124217646,deepseek_pro,deepseek_pro,b017,,,collected,prompt_condition=P2; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,overlength,
deepseek_pro_b017_P2_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b017_P2_r2.txt,0fe2ed802620e64942586d6e2717fa287e3e6390fc110826085ad07bb4afd11c,ru,analytics,b017,b017,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b017_P2,P2,,2813579c62afa3bd409b9c3642c6ced6,,,,,,,2,,,,,,,772,5905,prose,машинная генерация,сгенерировано в рамках исследования,b017,deepseek_pro_b017_P2_r2,19658a60ce33e8b8,deepseek_pro,deepseek_pro,b017,,"обрыв по max_tokens, текст без концовки",collected,prompt_condition=P2; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,truncated_by_max_tokens,underlength,
deepseek_pro_b017_P3_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b017_P3_r1.txt,972146817b8d38af24cbb5960fe4d617b6b5c70e01fe03a68cb6ebb328ea0647,ru,analytics,b017,b017,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b017_P3,P3,,64655450c49dc4eaeccdbec0576ce139,,,,,,,1,,,,,,,1560,11755,prose,машинная генерация,сгенерировано в рамках исследования,b017,deepseek_pro_b017_P3_r1,b4636e9a636a6a29,deepseek_pro,deepseek_pro,b017,,,collected,prompt_condition=P3; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b017_P3_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b017_P3_r2.txt,2861437a7924b485d626e281ca3bbc90e7aa596e1e2276471d8c8840d67ec14b,ru,analytics,b017,b017,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b017_P3,P3,,64655450c49dc4eaeccdbec0576ce139,,,,,,,2,,,,,,,1723,13081,prose,машинная генерация,сгенерировано в рамках исследования,b017,deepseek_pro_b017_P3_r2,7d9ea14ef0830784,deepseek_pro,deepseek_pro,b017,,,collected,prompt_condition=P3; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b018_P1_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b018_P1_r1.txt,bd67d69b0cbb33933ffbdc6812e290d58d477334da66d69aee238da8d5ede9fd,ru,analytics,b018,b018,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b018_P1,P1,,99c6881be86398063a23445fbdbbd5fc,,,,,,,1,,,,,,,1566,11589,prose,машинная генерация,сгенерировано в рамках исследования,b018,deepseek_pro_b018_P1_r1,c71f7ebcad4342c9,deepseek_pro,deepseek_pro,b018,,,collected,prompt_condition=P1; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b018_P1_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b018_P1_r2.txt,7b87f5107344205a56f5204d804ef50c68df484c3d4837ad4c78dfc808377a5c,ru,analytics,b018,b018,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b018_P1,P1,,99c6881be86398063a23445fbdbbd5fc,,,,,,,2,,,,,,,1788,12819,prose,машинная генерация,сгенерировано в рамках исследования,b018,deepseek_pro_b018_P1_r2,2a3a736290194b40,deepseek_pro,deepseek_pro,b018,,,collected,prompt_condition=P1; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b018_P2_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b018_P2_r1.txt,3ecd66185672dfc086209989ef1f3c9ae5c5081d0acb85e14725cc36c3cfa54a,ru,analytics,b018,b018,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b018_P2,P2,,1acb2881714870a7f37099165d9c70d0,,,,,,,1,,,,,,,1858,13774,prose,машинная генерация,сгенерировано в рамках исследования,b018,deepseek_pro_b018_P2_r1,3bf9d2d3a14fa006,deepseek_pro,deepseek_pro,b018,,,collected,prompt_condition=P2; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,overlength,
deepseek_pro_b018_P2_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b018_P2_r2.txt,428f3f8f515d9e1054f6eb1837beb30fe1246f210c623ecbf882fbc11a9ec5b7,ru,analytics,b018,b018,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b018_P2,P2,,1acb2881714870a7f37099165d9c70d0,,,,,,,2,,,,,,,1467,11118,prose,машинная генерация,сгенерировано в рамках исследования,b018,deepseek_pro_b018_P2_r2,7b55c3ec7e3caf71,deepseek_pro,deepseek_pro,b018,,,collected,prompt_condition=P2; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b018_P3_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b018_P3_r1.txt,451a4ac00cc82254ab1e2fb592df9e95d0faf7ee47e295685364a831fe90f12a,ru,analytics,b018,b018,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b018_P3,P3,,a089847a90467af20c7cadd300b59001,,,,,,,1,,,,,,,1493,10993,prose,машинная генерация,сгенерировано в рамках исследования,b018,deepseek_pro_b018_P3_r1,9b151f548b7e920b,deepseek_pro,deepseek_pro,b018,,,collected,prompt_condition=P3; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b018_P3_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b018_P3_r2.txt,47749e49754f09805fd6147ac69b512638538c2daf0c4bd7bb70af55082e71e9,ru,analytics,b018,b018,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b018_P3,P3,,a089847a90467af20c7cadd300b59001,,,,,,,2,,,,,,,1529,11166,prose,машинная генерация,сгенерировано в рамках исследования,b018,deepseek_pro_b018_P3_r2,4663307eb06a2739,deepseek_pro,deepseek_pro,b018,,,collected,prompt_condition=P3; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b019_P1_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b019_P1_r1.txt,e4e5817df0a6872e53b6bce6e19d551f37b400ccdfc7019f2dd9c3710d87e132,ru,analytics,b019,b019,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b019_P1,P1,,abf8184da02854d48b7947fa7852a2e6,,,,,,,1,,,,,,,1569,11271,prose,машинная генерация,сгенерировано в рамках исследования,b019,deepseek_pro_b019_P1_r1,83dcc68e38c89895,deepseek_pro,deepseek_pro,b019,,,collected,prompt_condition=P1; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b019_P1_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b019_P1_r2.txt,22597caa66c2ff5586aa611786160be8449540fa316371e49e26b5c388d3fb9a,ru,analytics,b019,b019,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b019_P1,P1,,abf8184da02854d48b7947fa7852a2e6,,,,,,,2,,,,,,,1604,11494,prose,машинная генерация,сгенерировано в рамках исследования,b019,deepseek_pro_b019_P1_r2,cdddc9a4bbde55c8,deepseek_pro,deepseek_pro,b019,,,collected,prompt_condition=P1; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b019_P2_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b019_P2_r1.txt,1790637c9155f4ad5a1df36fad702fb061d8a838646169856956eb34eb54e4e8,ru,analytics,b019,b019,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b019_P2,P2,,322d79d89ddb50faaca47dc6b20d7246,,,,,,,1,,,,,,,1368,10226,prose,машинная генерация,сгенерировано в рамках исследования,b019,deepseek_pro_b019_P2_r1,0e2b5d6250fc4708,deepseek_pro,deepseek_pro,b019,,,collected,prompt_condition=P2; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b019_P2_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b019_P2_r2.txt,dc5f291d4a692615320ba13d5b8071618c018915e337380985ccc26340cb52a1,ru,analytics,b019,b019,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b019_P2,P2,,322d79d89ddb50faaca47dc6b20d7246,,,,,,,2,,,,,,,1663,12554,prose,машинная генерация,сгенерировано в рамках исследования,b019,deepseek_pro_b019_P2_r2,343f5c21596a105d,deepseek_pro,deepseek_pro,b019,,,collected,prompt_condition=P2; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b019_P3_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b019_P3_r1.txt,c3dc402ae357e4b7f47f2b6311ed9d3fdaa936d562f79fb93d2582b883f64c3e,ru,analytics,b019,b019,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b019_P3,P3,,374411e68d581f1c667a55e27bde8d59,,,,,,,1,,,,,,,1510,11441,prose,машинная генерация,сгенерировано в рамках исследования,b019,deepseek_pro_b019_P3_r1,2a5c2cb343c8c70e,deepseek_pro,deepseek_pro,b019,,,collected,prompt_condition=P3; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b019_P3_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b019_P3_r2.txt,68781fb88e76ab9e41ed7d332f7421dcd9cec7c53c98d40e132f8be8bc895766,ru,analytics,b019,b019,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b019_P3,P3,,374411e68d581f1c667a55e27bde8d59,,,,,,,2,,,,,,,1720,12966,prose,машинная генерация,сгенерировано в рамках исследования,b019,deepseek_pro_b019_P3_r2,a6e986144aa10597,deepseek_pro,deepseek_pro,b019,,,collected,prompt_condition=P3; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b020_P1_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b020_P1_r1.txt,68698ac2d2771ef4989ae4d80847538df278c3b1578e4385c4956e3187b41dc0,ru,analytics,b020,b020,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-23,,deepseek_pro,b020_P1,P1,,85fb98a6da9054cbeb12c9121e87b849,,,,,,,1,,,,,,,1335,9597,prose,машинная генерация,сгенерировано в рамках исследования,b020,deepseek_pro_b020_P1_r1,7412ac088b837495,deepseek_pro,deepseek_pro,b020,,,collected,prompt_condition=P1; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b020_P1_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b020_P1_r2.txt,cfa4f7b2c6d016ff507991e4793261e145611a2d23797cb354dfab5143810395,ru,analytics,b020,b020,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b020_P1,P1,,85fb98a6da9054cbeb12c9121e87b849,,,,,,,2,,,,,,,1582,11178,prose,машинная генерация,сгенерировано в рамках исследования,b020,deepseek_pro_b020_P1_r2,77212f2bf521d574,deepseek_pro,deepseek_pro,b020,,,collected,prompt_condition=P1; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b020_P2_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b020_P2_r1.txt,3aa0bb4b10d2afb3bbd8f830b9c2f21a5f287543ffeaabcd059b81b1cd1546d5,ru,analytics,b020,b020,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b020_P2,P2,,ae9a6ac399f16ee27f36da9fd2d7ec2f,,,,,,,1,,,,,,,1322,10238,prose,машинная генерация,сгенерировано в рамках исследования,b020,deepseek_pro_b020_P2_r1,2396c6d4c02cc0d7,deepseek_pro,deepseek_pro,b020,,,collected,prompt_condition=P2; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b020_P2_r2,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b020_P2_r2.txt,9a228806346b6f5018617ae3bcdfe2ca5c9a154b6c7bc6ccd0ea6cb4964a72d1,ru,analytics,b020,b020,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b020_P2,P2,,ae9a6ac399f16ee27f36da9fd2d7ec2f,,,,,,,2,,,,,,,1716,12856,prose,машинная генерация,сгенерировано в рамках исследования,b020,deepseek_pro_b020_P2_r2,ce2d510b081ea851,deepseek_pro,deepseek_pro,b020,,,collected,prompt_condition=P2; repeat=2,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
deepseek_pro_b020_P3_r1,04-corpus/raw-ai/deepseek_pro/deepseek_pro_b020_P3_r1.txt,b3d7f2f2f7c6f1593aee1cdd529232591c12dc447da8b99df3d7364acd727a20,ru,analytics,b020,b020,A,deepseek_pro,deepseek,deepseek-v4-pro,,,2026-07-24,,deepseek_pro,b020_P3,P3,,fff44c32f1076e8c9ad535748920f175,,,,,,,1,,,,,,,1233,9467,prose,машинная генерация,сгенерировано в рамках исследования,b020,deepseek_pro_b020_P3_r1,c89fd200693a08e7,deepseek_pro,deepseek_pro,b020,,,collected,prompt_condition=P3; repeat=1,deepseek_pro,DeepSeek,deepseek-v4-pro,deepseek,https_api,none,none,none,no,yes,valid,in range,
