contrast,brief_id,generation_channel,repeat_index,doc_left,doc_right
P2-P1,b032,real_claude,1,real_claude_b032_P2_r1,real_claude_b032_P1_r1
P2-P1,b032,real_claude,2,real_claude_b032_P2_r2,real_claude_b032_P1_r2
P2-P1,b033,deepseek_pro,1,deepseek_pro_b033_P2_r1,deepseek_pro_b033_P1_r1
P2-P1,b033,deepseek_pro,2,deepseek_pro_b033_P2_r2,deepseek_pro_b033_P1_r2
P2-P1,b033,gpt,1,gpt_b033_P2_r1,gpt_b033_P1_r1
P2-P1,b033,gpt,2,gpt_b033_P2_r2,gpt_b033_P1_r2
P2-P1,b033,nemotron,1,nemotron_b033_P2_r1,nemotron_b033_P1_r1
P2-P1,b033,nemotron,2,nemotron_b033_P2_r2,nemotron_b033_P1_r2
P2-P1,b033,real_claude,1,real_claude_b033_P2_r1,real_claude_b033_P1_r1
P2-P1,b033,real_claude,2,real_claude_b033_P2_r2,real_claude_b033_P1_r2
P2-P1,b034,deepseek_pro,1,deepseek_pro_b034_P2_r1,deepseek_pro_b034_P1_r1
P2-P1,b034,deepseek_pro,2,deepseek_pro_b034_P2_r2,deepseek_pro_b034_P1_r2
P2-P1,b034,gpt,1,gpt_b034_P2_r1,gpt_b034_P1_r1
P2-P1,b034,gpt,2,gpt_b034_P2_r2,gpt_b034_P1_r2
P2-P1,b034,nemotron,1,nemotron_b034_P2_r1,nemotron_b034_P1_r1
P2-P1,b034,nemotron,2,nemotron_b034_P2_r2,nemotron_b034_P1_r2
P2-P1,b034,real_claude,1,real_claude_b034_P2_r1,real_claude_b034_P1_r1
P2-P1,b034,real_claude,2,real_claude_b034_P2_r2,real_claude_b034_P1_r2
P2-P1,b035,deepseek_pro,1,deepseek_pro_b035_P2_r1,deepseek_pro_b035_P1_r1
P2-P1,b035,deepseek_pro,2,deepseek_pro_b035_P2_r2,deepseek_pro_b035_P1_r2
P2-P1,b035,gpt,1,gpt_b035_P2_r1,gpt_b035_P1_r1
P2-P1,b035,gpt,2,gpt_b035_P2_r2,gpt_b035_P1_r2
P2-P1,b035,nemotron,1,nemotron_b035_P2_r1,nemotron_b035_P1_r1
P2-P1,b035,nemotron,2,nemotron_b035_P2_r2,nemotron_b035_P1_r2
P2-P1,b035,real_claude,1,real_claude_b035_P2_r1,real_claude_b035_P1_r1
P2-P1,b035,real_claude,2,real_claude_b035_P2_r2,real_claude_b035_P1_r2
P2-P1,b036,deepseek_pro,1,deepseek_pro_b036_P2_r1,deepseek_pro_b036_P1_r1
P2-P1,b036,deepseek_pro,2,deepseek_pro_b036_P2_r2,deepseek_pro_b036_P1_r2
P2-P1,b036,gpt,1,gpt_b036_P2_r1,gpt_b036_P1_r1
P2-P1,b036,gpt,2,gpt_b036_P2_r2,gpt_b036_P1_r2
P2-P1,b036,nemotron,1,nemotron_b036_P2_r1,nemotron_b036_P1_r1
P2-P1,b036,nemotron,2,nemotron_b036_P2_r2,nemotron_b036_P1_r2
P2-P1,b036,real_claude,1,real_claude_b036_P2_r1,real_claude_b036_P1_r1
P2-P1,b036,real_claude,2,real_claude_b036_P2_r2,real_claude_b036_P1_r2
P2-P1,b037,deepseek_pro,1,deepseek_pro_b037_P2_r1,deepseek_pro_b037_P1_r1
P2-P1,b037,deepseek_pro,2,deepseek_pro_b037_P2_r2,deepseek_pro_b037_P1_r2
P2-P1,b037,gpt,1,gpt_b037_P2_r1,gpt_b037_P1_r1
P2-P1,b037,gpt,2,gpt_b037_P2_r2,gpt_b037_P1_r2
P2-P1,b037,nemotron,1,nemotron_b037_P2_r1,nemotron_b037_P1_r1
P2-P1,b037,nemotron,2,nemotron_b037_P2_r2,nemotron_b037_P1_r2
P2-P1,b037,real_claude,1,real_claude_b037_P2_r1,real_claude_b037_P1_r1
P2-P1,b037,real_claude,2,real_claude_b037_P2_r2,real_claude_b037_P1_r2
P2-P1,b038,deepseek_pro,1,deepseek_pro_b038_P2_r1,deepseek_pro_b038_P1_r1
P2-P1,b038,deepseek_pro,2,deepseek_pro_b038_P2_r2,deepseek_pro_b038_P1_r2
P2-P1,b038,gpt,1,gpt_b038_P2_r1,gpt_b038_P1_r1
P2-P1,b038,gpt,2,gpt_b038_P2_r2,gpt_b038_P1_r2
P2-P1,b038,nemotron,1,nemotron_b038_P2_r1,nemotron_b038_P1_r1
P2-P1,b038,nemotron,2,nemotron_b038_P2_r2,nemotron_b038_P1_r2
P2-P1,b038,real_claude,1,real_claude_b038_P2_r1,real_claude_b038_P1_r1
P2-P1,b038,real_claude,2,real_claude_b038_P2_r2,real_claude_b038_P1_r2
P2-P1,b039,deepseek_pro,1,deepseek_pro_b039_P2_r1,deepseek_pro_b039_P1_r1
P2-P1,b039,deepseek_pro,2,deepseek_pro_b039_P2_r2,deepseek_pro_b039_P1_r2
P2-P1,b039,gpt,1,gpt_b039_P2_r1,gpt_b039_P1_r1
P2-P1,b039,gpt,2,gpt_b039_P2_r2,gpt_b039_P1_r2
P2-P1,b039,nemotron,1,nemotron_b039_P2_r1,nemotron_b039_P1_r1
P2-P1,b039,nemotron,2,nemotron_b039_P2_r2,nemotron_b039_P1_r2
P2-P1,b039,real_claude,1,real_claude_b039_P2_r1,real_claude_b039_P1_r1
P2-P1,b039,real_claude,2,real_claude_b039_P2_r2,real_claude_b039_P1_r2
P2-P1,b040,deepseek_pro,1,deepseek_pro_b040_P2_r1,deepseek_pro_b040_P1_r1
P2-P1,b040,deepseek_pro,2,deepseek_pro_b040_P2_r2,deepseek_pro_b040_P1_r2
P2-P1,b040,gpt,1,gpt_b040_P2_r1,gpt_b040_P1_r1
P2-P1,b040,gpt,2,gpt_b040_P2_r2,gpt_b040_P1_r2
P2-P1,b040,nemotron,1,nemotron_b040_P2_r1,nemotron_b040_P1_r1
P2-P1,b040,nemotron,2,nemotron_b040_P2_r2,nemotron_b040_P1_r2
P2-P1,b040,real_claude,1,real_claude_b040_P2_r1,real_claude_b040_P1_r1
P2-P1,b040,real_claude,2,real_claude_b040_P2_r2,real_claude_b040_P1_r2
P2-P1,b041,deepseek_pro,1,deepseek_pro_b041_P2_r1,deepseek_pro_b041_P1_r1
P2-P1,b041,deepseek_pro,2,deepseek_pro_b041_P2_r2,deepseek_pro_b041_P1_r2
P2-P1,b041,gpt,1,gpt_b041_P2_r1,gpt_b041_P1_r1
P2-P1,b041,gpt,2,gpt_b041_P2_r2,gpt_b041_P1_r2
P2-P1,b041,nemotron,1,nemotron_b041_P2_r1,nemotron_b041_P1_r1
P2-P1,b041,nemotron,2,nemotron_b041_P2_r2,nemotron_b041_P1_r2
P2-P1,b041,real_claude,1,real_claude_b041_P2_r1,real_claude_b041_P1_r1
P2-P1,b041,real_claude,2,real_claude_b041_P2_r2,real_claude_b041_P1_r2
P2-P1,b042,deepseek_pro,1,deepseek_pro_b042_P2_r1,deepseek_pro_b042_P1_r1
P2-P1,b042,deepseek_pro,2,deepseek_pro_b042_P2_r2,deepseek_pro_b042_P1_r2
P2-P1,b042,gpt,1,gpt_b042_P2_r1,gpt_b042_P1_r1
P2-P1,b042,gpt,2,gpt_b042_P2_r2,gpt_b042_P1_r2
P2-P1,b042,nemotron,1,nemotron_b042_P2_r1,nemotron_b042_P1_r1
P2-P1,b042,nemotron,2,nemotron_b042_P2_r2,nemotron_b042_P1_r2
P2-P1,b042,real_claude,1,real_claude_b042_P2_r1,real_claude_b042_P1_r1
P2-P1,b042,real_claude,2,real_claude_b042_P2_r2,real_claude_b042_P1_r2
P2-P1,b043,deepseek_pro,1,deepseek_pro_b043_P2_r1,deepseek_pro_b043_P1_r1
P2-P1,b043,deepseek_pro,2,deepseek_pro_b043_P2_r2,deepseek_pro_b043_P1_r2
P2-P1,b043,gpt,1,gpt_b043_P2_r1,gpt_b043_P1_r1
P2-P1,b043,gpt,2,gpt_b043_P2_r2,gpt_b043_P1_r2
P2-P1,b043,nemotron,1,nemotron_b043_P2_r1,nemotron_b043_P1_r1
P2-P1,b043,nemotron,2,nemotron_b043_P2_r2,nemotron_b043_P1_r2
P2-P1,b043,real_claude,1,real_claude_b043_P2_r1,real_claude_b043_P1_r1
P2-P1,b043,real_claude,2,real_claude_b043_P2_r2,real_claude_b043_P1_r2
P2-P1,b044,deepseek_pro,1,deepseek_pro_b044_P2_r1,deepseek_pro_b044_P1_r1
P2-P1,b044,deepseek_pro,2,deepseek_pro_b044_P2_r2,deepseek_pro_b044_P1_r2
P2-P1,b044,gpt,1,gpt_b044_P2_r1,gpt_b044_P1_r1
P2-P1,b044,gpt,2,gpt_b044_P2_r2,gpt_b044_P1_r2
P2-P1,b044,nemotron,1,nemotron_b044_P2_r1,nemotron_b044_P1_r1
P2-P1,b044,nemotron,2,nemotron_b044_P2_r2,nemotron_b044_P1_r2
P2-P1,b044,real_claude,1,real_claude_b044_P2_r1,real_claude_b044_P1_r1
P2-P1,b044,real_claude,2,real_claude_b044_P2_r2,real_claude_b044_P1_r2
P2-P1,b045,deepseek_pro,1,deepseek_pro_b045_P2_r1,deepseek_pro_b045_P1_r1
P2-P1,b045,deepseek_pro,2,deepseek_pro_b045_P2_r2,deepseek_pro_b045_P1_r2
P2-P1,b045,gpt,1,gpt_b045_P2_r1,gpt_b045_P1_r1
P2-P1,b045,gpt,2,gpt_b045_P2_r2,gpt_b045_P1_r2
P2-P1,b045,nemotron,1,nemotron_b045_P2_r1,nemotron_b045_P1_r1
P2-P1,b045,nemotron,2,nemotron_b045_P2_r2,nemotron_b045_P1_r2
P2-P1,b045,real_claude,1,real_claude_b045_P2_r1,real_claude_b045_P1_r1
P2-P1,b045,real_claude,2,real_claude_b045_P2_r2,real_claude_b045_P1_r2
